years,datetime,city,state,shape,duration (seconds),comments,latitude,longitude 
2013,10 April 2013,salt lake city,ut,circle,1500,Starlike object that hovers and then slowly moves.,40.7608333,-111.8902778
2013,10 April 2013,albuquerque,nm,circle,600,Numerous blue white shimmering spheres moving rapidly from northwest to southeast over Albuquerque.,35.0844444,-106.6505556
2013,10 April 2013,fairbanks,ak,circle,600,Strange orange lights moving unnaturally across the sky.,64.8377778,-147.7163889
2013,10 April 2013,south point,oh,circle,1200,Dark spinning object seen after seeing 5 orange globes.,38.4177778,-82.5863889
2013,10 April 2013,madison,al,circle,300,Attached video.  Yes Not quality but it shows what was seen.  Don&#39t laugh.,34.6991667,-86.7483333
2013,10 April 2013,maryville,tn,circle,60,Huge circular bright light.,35.7563889,-83.9705556
2013,10 April 2013,botkins,oh,cylinder,240,Four orange lights that moved from East to the North.,40.4677778,-84.1805556
2013,10 April 2013,madison,al,cylinder,300,UFO sighting&#44 Madison&#44 AL Friday 4 October 2013,34.6991667,-86.7483333
2013,10 April 2013,dallas,tx,diamond,360,DIAMOND SHAPED OBJECTS MANEUVERING IN DALLAS NIGHT SKIES.,32.7833333,-96.8
2013,10 April 2013,surprise,az,fireball,420,Saw what I thought was a meteor with full fire in back then it went to a bright light when I looked close it was moving.,33.6305556,-112.3325
2013,10 April 2013,albany,or,fireball,600,Woman and adult daughter witness cluster of orange lights near the Albany Hospital.,44.6366667,-123.1047222
2013,10 April 2013,fairbanks,ak,fireball,180,I saw 5 red glowing orbs,64.8377778,-147.7163889
2013,10 April 2013,shelby,oh,fireball,38,Massive Large Fireball Shoots from SouthWest to NorthEast in North Eastern Ohio 10/04/2013 10:48pm,40.8813889,-82.6619444
2013,10 April 2013,gresham,or,fireball,1200,My wife and I witnessed 16 - 20 orange orb-shaped objects that passed over us either solo or sets of two&#33,45.4983333,-122.4302778
2013,10 April 2013,homestead,fl,formation,10,An object/formation of object(s) in half moon shape formed by 7 lights too fast for an aircraft and too slow for a meteor.,25.4683333,-80.4777778
2013,10 April 2013,manor,tx,light,300,A glaring bright light which moved slowy towards us (E) for approx. 1:00 then it began to turn and move away for 4:00. The light w,30.3405556,-97.5566667
2013,10 April 2013,manassas,va,light,10800,Walked outside before 8 pm and 1st one I saw was white/yellow slowly blinking lights in the sky. Very Bright&#44 Very close. I am not exag,38.7508333,-77.4755556
2013,10 April 2013,erwin,tn,light,3600,Crescent shaped formation of bright flickering white lights.,36.145,-82.4169444
2013,10 April 2013,seattle,wa,oval,600,Sighting of two orange reddish objects&#44 north of Puget Sound in Seattle,47.6063889,-122.3308333
2013,10 April 2013,fowler,ca,rectangle,600,Hovered solid black square/rectangle shaped object had no sound and no lights.,36.6305556,-119.6775
2013,10 April 2013,clinton,wa,sphere,240,Me&#44 my husband&#44 and brother saw three round&#44 orange flameing lights in the sky&#44 they were silent&#44 had no trails and weren&#39t blinking.,47.9786111,-122.3544444
2013,10 April 2013,plantation,fl,sphere,300,Bright red sphere moving north to south then west very fast and disappeared.,26.1272222,-80.2333333
2013,10 April 2013,seattle,wa,teardrop,3,Stingray shaped object with red lights.,47.6063889,-122.3308333
2013,10 April 2013,new york city (bronx),ny,teardrop,120,Flew from left to right then stood still moved slightly left them flew to the right at of view . An electric blue bottom and pinkish re,40.7141667,-74.0063889
2013,10 April 2013,lexington,sc,triangle,420,Weird Unexplained events.,33.9813889,-81.2363889
2013,10 April 2013,salem,or,triangle,900,Brilliant star-like object hovers above trees and shines bright lights before changing into golden triangle.,44.9430556,-123.0338889
2013,10 April 2013,salem,or,triangle,900,Low flying star-like object transforms into shining golden triangle in Salem&#44 OR.,44.9430556,-123.0338889
2013,10 April 2013,westminister,md,unknown,480,I did take a picture with my phone&#44 could have been a meteor.,39.6472222,-75.9688889
2013,11 April 2013,west oakland,ca,changing,1800,One brightly blinking light over Berkeley&#44 CA.  ((NUFORC Note:  Sighting of Capella in the northeast sky?  PD)),37.8044444,-122.2697222
2013,11 April 2013,clarksville,tn,changing,7200,Changing shape&#44 well lit type of slow moving aircraft.,36.5297222,-87.3594444
2013,11 April 2013,clarksville,tn,cigar,300,Blue/Red cigar shaped object with three lights hovering in southern sky for 5 minutes,36.5297222,-87.3594444
2013,11 April 2013,west columbia,sc,cigar,300,I saw 5 or 6 light in the sky they were really bright and moving really rapidly it move side to side and then it stood still for a minu,34.0005556,-81.035
2013,11 April 2013,durham,nc,circle,180,Bright flashing white ball in broad daylight,35.9938889,-78.8988889
2013,11 April 2013,napa,ca,circle,30,Three flying objects in a row&#44 red and green lights.,38.2972222,-122.2844444
2013,11 April 2013,salt lake city,ut,circle,1800,Red glowing sphere that appears out of nowhere  hovers&#44 moves up,40.7608333,-111.8902778
2013,11 April 2013,beaver falls,pa,light,600,Red flashing unmoving light over the river not attached to anything that moved sharp down and right and went out.,40.7519444,-80.3194444
2013,11 April 2013,mt. orab,oh,light,20,Observation of two circular unidentified lights not behaving like man made object,39.0275,-83.9197222
2013,11 April 2013,albuquerque,nm,light,60,Falling lights.,35.0844444,-106.6505556
2013,11 April 2013,duluth,mn,light,120,Red light appearing/disappearing and then moving into 3 different locations and disappearing.,46.7833333,-92.1063889
2013,11 April 2013,minneapolis,mn,other,3600,Bright light almost  like a bright star with bright light luminating.  ((NUFORC Note:  Venus?  PD)),44.98,-93.2636111
2013,11 April 2013,niskayuna,ny,other,120,The craft did not look or act like a plane and was silent as it first hovered then moved through sky just above the trees.,42.7797222,-73.8461111
2013,11 April 2013,mt. vernon,oh,oval,20,Long oval dark craft&#44 moving silently with two long dimmed red lights going width of it&#44strait over me&#44 west to east.,40.3933333,-82.4858333
2013,11 April 2013,mount clemens,mi,triangle,600,Triangular shaped light in the sky with a fourth orb following behind.,42.5972222,-82.8780556
2013,11 April 2013,clearlake,ca,triangle,360,I and three others saw three triangle objects with lights&#44 silently fly north of my house  in a V formation .,38.9583333,-122.6252778
2013,11 April 2013,key largo,fl,triangle,2,Large bright white triangular shapes streaking across the sky coming to an abrupt stop&#44 holding position for 10 sec. then disappearing,25.0861111,-80.4475
2013,11 April 2013,clearwater,fl,triangle,900,I first witness this with my father&#44 a rumbling noise outside. the sound would last about 1 minute&#44 then about 30 seconds later you cou,27.9655556,-82.8002778
2013,11 April 2013,raleigh,nc,triangle,180,3 red lights on shadow outline of triangle shaped craft&#44 slowly flying just above tree line silently.  ((NUFORC Note:  Venus??  PD)),35.7719444,-78.6388889
2013,11 April 2013,jackson,ms,unknown,300,4 fast crafts going different directions coming and going to a floating orb,32.2986111,-90.1847222
2013,11 April 2013,north topsail beach,nc,unknown,240,Orange lights over the ocean then disappearing and reappearing multiple times,34.49,-77.4319444
2013,11 April 2013,escondido,ca,unknown,480,Saw a craft ejecting red flares over the night sky in Southern California,33.1191667,-117.0855556
2013,12 April 2013,jacksonville,fl,cigar,600,Some type of rocket launch.,30.3319444,-81.6558333
2013,12 April 2013,dudley,ma,circle,120,Bright white blinking light.  ((NUFORC Note:  Sighting of Venus.  PD)),42.045,-71.9305556
2013,12 April 2013,clinton,in,diamond,7200,Round lights in similar patterns fly faster than the  space shuttle which I have watched.,39.6569444,-87.3980556
2013,12 April 2013,tucson,az,fireball,180,3,32.2216667,-110.9258333
2013,12 April 2013,hoffman estates,il,flash,180,Giant bursts of light fill sky.,42.0427778,-88.0797222
2013,12 April 2013,port charlotte,fl,formation,15,A bunch of pinprick lights quickly moved across the sky.,26.9758333,-82.0908333
2013,12 April 2013,raleigh,nc,light,1500,Two lights. One bright white light &amp; a dim blue one (appearing &amp; disappearing). Ground level &amp; moving closer.,35.7719444,-78.6388889
2013,12 April 2013,tucson,az,light,180,3 bright orange lights seen over east Tucson,32.2216667,-110.9258333
2013,12 April 2013,valley head,wv,light,1200,Fleet of 30 UFO&#39s crossing E/W and N/S - very high blinking white red green in square.,38.545,-80.0361111
2013,12 April 2013,woodbury,ct,oval,180,Rounded lighted object seen over Woodbury&#44 CT.,41.5444444,-73.2094444
2013,12 April 2013,federal way,wa,unknown,480,Zero Noise. Flashing lights odd shape. No wings or helicopter blades.,47.3225,-122.3113889
2013,12 April 2013,washington,mi,unknown,45,We witness a silent object traveling from south to north&#44 at night&#44  with no conventional  aircraft type lighting.,42.7244444,-83.0361111
2013,12 April 2013,coral gables,fl,unknown,60,Orange circular bright light in parallel motion &#44 light got dimmer until it disappeared,25.7211111,-80.2686111
2013,01 May 2013,cedar rapids,ia,circle,480,2 star like lights traveling slowly across cedar rapids sky.,42.0083333,-91.6438889
2013,01 May 2013,seattle,wa,circle,5,Lights over Aurora.,47.6063889,-122.3308333
2013,01 May 2013,santa monica,ca,circle,10,Red glowing orb vanishes in to thin air.,34.0194444,-118.4902778
2013,01 May 2013,gun barrel city,tx,circle,60,Red/Orange Orb Over East Texas 1-5-13.,32.3344444,-96.1511111
2013,01 May 2013,portland,me,circle,240,2 glowing orbs silently flew over Portland.,43.6613889,-70.2558333
2013,01 May 2013,milan,ny,fireball,2,A bright green firework/comet-like object descended to the ground at a 45-degree angle.  ((NUFORC Note:  Possible meteor??  PD)),41.9533333,-73.7925
2013,01 May 2013,north arlington,nj,fireball,180,Red fireball..,40.7883333,-74.1336111
2013,01 May 2013,easthampton,ma,fireball,300,Witnessed a fireball pass perpendicularly over I-91 overpasses&#44 lost sight&#44 drove about a mile then took video.,42.2666667,-72.6694444
2013,01 May 2013,fountain valley,ca,formation,1200,Cluster of glowing ufos in formation over Fountain valley at 5:45 PM Jan 5 2013.,33.7091667,-117.9527778
2013,01 May 2013,canton,oh,light,120,Multiple red lights moving across the sky.,40.7988889,-81.3786111
2013,01 May 2013,loveland,co,oval,900,The appearance of the object in the sky&#44 its shape and ability to hover; the military jets suggested the gov&#39t saw the object as well.,40.3977778,-105.0744444
2013,01 May 2013,huntington beach,ca,triangle,300,4 glowing&#44 orange&#44 small&#44 triangular lights.,33.6602778,-117.9983333
2013,01 May 2013,markesan,wi,triangle,300,Rock/triangle shaped objects in the sky,43.7072222,-88.99
2013,02 May 2013,santa fe,nm,changing,2700,UFO over Santa Fe&#44 NM&#44 possibly disk shaped&#44 stationary&#44 with light rays of various colors emanating from it.  ((Sirius??)),35.6869444,-105.9372222
2013,02 May 2013,providence,ri,cigar,180,Bright light cigar shape hovering and disappearing.,41.8238889,-71.4133333
2013,02 May 2013,venice,la,light,2700,Orange/Red lights 1-5 at a time appear and dissapear,29.2769444,-89.3547222
2013,02 May 2013,spokane valley,wa,sphere,120,Saw them in the sky about cloud level flying up and down through the clouds and around in in circular patterns.light colored disk o,47.6733333,-117.2383333
2013,02 May 2013,merrimack,nh,unknown,15,Floating lights over treeline,42.865,-71.4938889
2013,03 May 2013,las vegas (outside of),nv,cone,3600,Up close UFO pictures taken just outside of Area 51.,36.175,-115.1363889
2013,03 May 2013,bakersfield,ca,light,120,Bright Light In Sky Suddenly Disappears.,35.3733333,-119.0177778
2013,03 May 2013,mesquite,nv,light,120,Large golden-orange fireball appears by airplane.,36.8055556,-114.0663889
2013,03 May 2013,walworth,ny,other,30,Possible Iridium satellite flash and then a high speed object approaches and makes turns then disappears.,43.1391667,-77.2725
2013,03 May 2013,normal,il,triangle,300,Slow moving triangle craft&#44 bright white lights on sides and front&#44 3 rows of red lights on bottom.,40.5141667,-88.9905556
2013,03 May 2013,normal,il,triangle,300,Triangle craft with 3 lines of red lights underneath and white lights on the sides&#44 flying at low altitude.,40.5141667,-88.9905556
2013,04 May 2013,jarrettsville,md,circle,900,Circular&#44 but not connected at the ends. It had rungs and was just like a ladder bent into the shape of a circle.,39.6044444,-76.4780556
2013,04 May 2013,fort lauderdale,fl,circle,900,Some kind of craft 20 miles above FLL airport Hovering then moving west and then moving at high rate of speed NE,26.1219444,-80.1436111
2013,04 May 2013,pittsburgh,pa,circle,120,Very fast moving bright light and stopped so fast,40.4405556,-79.9961111
2013,04 May 2013,spartanburg,sc,circle,900,Bright circular object flashing red&#44 green&#44 and blue lights...had bobbing and subtle side to side movement.,34.9494444,-81.9322222
2013,04 May 2013,ft. worth,tx,fireball,120,Fireball.,32.7252778,-97.3205556
2013,04 May 2013,las vegas,nv,formation,420,5 Red orangish objects making formations over Las Vegas,36.175,-115.1363889
2013,04 May 2013,simi valley,ca,light,1200,Three orange lights in a triangular formation hovered over my neighborhood for several minutes and disappeared last night.,34.2694444,-118.7805556
2013,04 May 2013,kitty hawk,nc,light,300,Several bright yellowish lights moving south and gaining altitude until they disappeared.,36.0644444,-75.7061111
2013,04 May 2013,westover,md,other,300,Driving along Route 413&#44 heading out of town I saw an unusual shaped object heading North. The object was a half star it consisted of t,38.1238889,-75.7066667
2013,04 May 2013,rock springs,wy,other,1200,4 flying objects in the skies of Wyoming,41.5875,-109.2022222
